Sentence_ID,Sentence,Word,Label
80,is group mein bohat masla hai,group,MIX
80,is group mein bohat masla hai,mein,URD
80,is group mein bohat masla hai,bohat,URD
80,is group mein bohat masla hai,masla,URD
80,is group mein bohat masla hai,hai,URD
81,main internship mein profile sikh raha hoon,main,URD
81,main internship mein profile sikh raha hoon,internship,ENG
81,main internship mein profile sikh raha hoon,mein,URD
81,main internship mein profile sikh raha hoon,profile,ENG
81,main internship mein profile sikh raha hoon,sikh,URD
81,main internship mein profile sikh raha hoon,raha,URD
81,main internship mein profile sikh raha hoon,hoon,URD
82,is semester mein naya result add hua hai,is,URD
82,is semester mein naya result add hua hai,semester,ENG
82,is semester mein naya result add hua hai,mein,URD
82,is semester mein naya result add hua hai,naya,URD
82,is semester mein naya result add hua hai,result,ENG
82,is semester mein naya result add hua hai,add,ENG
82,is semester mein naya result add hua hai,hua,URD
82,is semester mein naya result add hua hai,hai,URD
83,mujhe topic samajhne mein waqt laga,mujhe,URD
83,mujhe topic samajhne mein waqt laga,topic,MIX
83,mujhe topic samajhne mein waqt laga,samajhne,URD
83,mujhe topic samajhne mein waqt laga,mein,URD
83,mujhe topic samajhne mein waqt laga,waqt,URD
83,mujhe topic samajhne mein waqt laga,laga,URD
84,aap ne yeh order kaise kiya,aap,URD
84,aap ne yeh order kaise kiya,ne,URD
84,aap ne yeh order kaise kiya,yeh,URD
84,aap ne yeh order kaise kiya,order,ENG
84,aap ne yeh order kaise kiya,kaise,URD
84,aap ne yeh order kaise kiya,kiya,URD
85,is semester mein naya order add hua hai,is,URD
85,is semester mein naya order add hua hai,semester,ENG
85,is semester mein naya order add hua hai,mein,URD
85,is semester mein naya order add hua hai,naya,URD
85,is semester mein naya order add hua hai,order,ENG
85,is semester mein naya order add hua hai,add,ENG
85,is semester mein naya order add hua hai,hua,URD
85,is semester mein naya order add hua hai,hai,URD
86,main database kar raha hoon,main,URD
86,main database kar raha hoon,database,ENG
86,main database kar raha hoon,kar,URD
86,main database kar raha hoon,raha,URD
86,main database kar raha hoon,hoon,URD
87,mujhe professor pasand hai,mujhe,URD
87,mujhe professor pasand hai,professor,ENG
87,mujhe professor pasand hai,pasand,URD
87,mujhe professor pasand hai,hai,URD
88,main roz employee check karta hoon,main,URD
88,main roz employee check karta hoon,roz,URD
88,main roz employee check karta hoon,employee,ENG
88,main roz employee check karta hoon,check,MIX
88,main roz employee check karta hoon,karta,URD
88,main roz employee check karta hoon,hoon,URD
89,us ne apni exam achi tarah prepare ki,us,URD
89,us ne apni exam achi tarah prepare ki,ne,URD
89,us ne apni exam achi tarah prepare ki,apni,URD
89,us ne apni exam achi tarah prepare ki,exam,ENG
89,us ne apni exam achi tarah prepare ki,achi,URD
89,us ne apni exam achi tarah prepare ki,tarah,URD
89,us ne apni exam achi tarah prepare ki,prepare,ENG
89,us ne apni exam achi tarah prepare ki,ki,URD
90,main ne apna feature update kar diya,main,URD
90,main ne apna feature update kar diya,ne,URD
90,main ne apna feature update kar diya,apna,URD
90,main ne apna feature update kar diya,feature,ENG
90,main ne apna feature update kar diya,update,ENG
90,main ne apna feature update kar diya,kar,URD
90,main ne apna feature update kar diya,diya,URD
91,hamare boss ne python ke baare mein email bheja,hamare,URD
91,hamare boss ne python ke baare mein email bheja,boss,ENG
91,hamare boss ne python ke baare mein email bheja,ne,URD
91,hamare boss ne python ke baare mein email bheja,python,ENG
91,hamare boss ne python ke baare mein email bheja,ke,URD
91,hamare boss ne python ke baare mein email bheja,baare,URD
91,hamare boss ne python ke baare mein email bheja,mein,URD
91,hamare boss ne python ke baare mein email bheja,email,ENG
91,hamare boss ne python ke baare mein email bheja,bheja,URD
92,mujhe intelligence samajhne mein waqt laga,mujhe,URD
92,mujhe intelligence samajhne mein waqt laga,intelligence,ENG
92,mujhe intelligence samajhne mein waqt laga,samajhne,URD
92,mujhe intelligence samajhne mein waqt laga,mein,URD
92,mujhe intelligence samajhne mein waqt laga,waqt,URD
92,mujhe intelligence samajhne mein waqt laga,laga,URD
93,mujhe plan samajhne mein waqt laga,mujhe,URD
93,mujhe plan samajhne mein waqt laga,plan,MIX
93,mujhe plan samajhne mein waqt laga,samajhne,URD
93,mujhe plan samajhne mein waqt laga,mein,URD
93,mujhe plan samajhne mein waqt laga,waqt,URD
93,mujhe plan samajhne mein waqt laga,laga,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,kya,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,aap,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,mujhe,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,internship,ENG
94,kya aap mujhe internship ke baare mein bata saktay hain,ke,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,baare,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,mein,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,bata,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,saktay,URD
94,kya aap mujhe internship ke baare mein bata saktay hain,hain,URD
95,main roz application check karta hoon,main,URD
95,main roz application check karta hoon,roz,URD
95,main roz application check karta hoon,application,ENG
95,main roz application check karta hoon,check,MIX
95,main roz application check karta hoon,karta,URD
95,main roz application check karta hoon,hoon,URD
96,hamare boss ne bug ke baare mein email bheja,hamare,URD
96,hamare boss ne bug ke baare mein email bheja,boss,ENG
96,hamare boss ne bug ke baare mein email bheja,ne,URD
96,hamare boss ne bug ke baare mein email bheja,bug,ENG
96,hamare boss ne bug ke baare mein email bheja,ke,URD
96,hamare boss ne bug ke baare mein email bheja,baare,URD
96,hamare boss ne bug ke baare mein email bheja,mein,URD
96,hamare boss ne bug ke baare mein email bheja,email,ENG
96,hamare boss ne bug ke baare mein email bheja,bheja,URD
97,mera login mukammal ho gaya hai,mera,URD
97,mera login mukammal ho gaya hai,login,ENG
97,mera login mukammal ho gaya hai,mukammal,URD
97,mera login mukammal ho gaya hai,ho,URD
97,mera login mukammal ho gaya hai,gaya,URD
97,mera login mukammal ho gaya hai,hai,URD
98,main product kar raha hoon,main,URD
98,main product kar raha hoon,product,ENG
98,main product kar raha hoon,kar,URD
98,main product kar raha hoon,raha,URD
98,main product kar raha hoon,hoon,URD
99,humein internet ke liye zyada waqt chahiye,humein,URD
99,humein internet ke liye zyada waqt chahiye,internet,ENG
99,humein internet ke liye zyada waqt chahiye,ke,URD
99,humein internet ke liye zyada waqt chahiye,liye,URD
99,humein internet ke liye zyada waqt chahiye,zyada,URD
99,humein internet ke liye zyada waqt chahiye,waqt,URD
99,humein internet ke liye zyada waqt chahiye,chahiye,URD
100,is check mein bohat masla hai,is,URD
100,is check mein bohat masla hai,check,MIX
100,is check mein bohat masla hai,mein,URD
100,is check mein bohat masla hai,bohat,URD
100,is check mein bohat masla hai,masla,URD
100,is check mein bohat masla hai,hai,URD
101,hamari university mein naya YouTube shuru hua hai,hamari,URD
101,hamari university mein naya YouTube shuru hua hai,university,ENG
101,hamari university mein naya YouTube shuru hua hai,mein,URD
101,hamari university mein naya YouTube shuru hua hai,naya,URD
101,hamari university mein naya YouTube shuru hua hai,YouTube,ENG
101,hamari university mein naya YouTube shuru hua hai,shuru,URD
101,hamari university mein naya YouTube shuru hua hai,hua,URD
101,hamari university mein naya YouTube shuru hua hai,hai,URD
102,is semester mein naya exam add hua hai,is,URD
102,is semester mein naya exam add hua hai,semester,ENG
102,is semester mein naya exam add hua hai,mein,URD
102,is semester mein naya exam add hua hai,naya,URD
102,is semester mein naya exam add hua hai,exam,ENG
102,is semester mein naya exam add hua hai,add,ENG
102,is semester mein naya exam add hua hai,hua,URD
102,is semester mein naya exam add hua hai,hai,URD
103,humein project ke liye zyada waqt chahiye,humein,URD
103,humein project ke liye zyada waqt chahiye,project,ENG
103,humein project ke liye zyada waqt chahiye,ke,URD
103,humein project ke liye zyada waqt chahiye,liye,URD
103,humein project ke liye zyada waqt chahiye,zyada,URD
103,humein project ke liye zyada waqt chahiye,waqt,URD
103,humein project ke liye zyada waqt chahiye,chahiye,URD
104,main roz computer check karta hoon,main,URD
104,main roz computer check karta hoon,roz,URD
104,main roz computer check karta hoon,computer,ENG
104,main roz computer check karta hoon,check,MIX
104,main roz computer check karta hoon,karta,URD
104,main roz computer check karta hoon,hoon,URD
105,main computer kar raha hoon,main,URD
105,main computer kar raha hoon,computer,ENG
105,main computer kar raha hoon,kar,URD
105,main computer kar raha hoon,raha,URD
105,main computer kar raha hoon,hoon,URD
106,yeh debugging mujhe samajh nahi aa raha,yeh,URD
106,yeh debugging mujhe samajh nahi aa raha,debugging,ENG
106,yeh debugging mujhe samajh nahi aa raha,mujhe,URD
106,yeh debugging mujhe samajh nahi aa raha,samajh,URD
106,yeh debugging mujhe samajh nahi aa raha,nahi,URD
106,yeh debugging mujhe samajh nahi aa raha,aa,URD
106,yeh debugging mujhe samajh nahi aa raha,raha,URD
107,main internship mein function sikh raha hoon,main,URD
107,main internship mein function sikh raha hoon,internship,ENG
107,main internship mein function sikh raha hoon,mein,URD
107,main internship mein function sikh raha hoon,function,ENG
107,main internship mein function sikh raha hoon,sikh,URD
107,main internship mein function sikh raha hoon,raha,URD
107,main internship mein function sikh raha hoon,hoon,URD
108,hamare boss ne interview ke baare mein email bheja,hamare,URD
108,hamare boss ne interview ke baare mein email bheja,boss,ENG
108,hamare boss ne interview ke baare mein email bheja,ne,URD
108,hamare boss ne interview ke baare mein email bheja,interview,ENG
108,hamare boss ne interview ke baare mein email bheja,ke,URD
108,hamare boss ne interview ke baare mein email bheja,baare,URD
108,hamare boss ne interview ke baare mein email bheja,mein,URD
108,hamare boss ne interview ke baare mein email bheja,email,ENG
108,hamare boss ne interview ke baare mein email bheja,bheja,URD
109,aaj ka assignment result pe base hai,aaj,URD
109,aaj ka assignment result pe base hai,ka,URD
109,aaj ka assignment result pe base hai,assignment,ENG
109,aaj ka assignment result pe base hai,result,ENG
109,aaj ka assignment result pe base hai,pe,URD
109,aaj ka assignment result pe base hai,base,ENG
109,aaj ka assignment result pe base hai,hai,URD
110,mujhe idea samajhne mein waqt laga,mujhe,URD
110,mujhe idea samajhne mein waqt laga,idea,MIX
110,mujhe idea samajhne mein waqt laga,samajhne,URD
110,mujhe idea samajhne mein waqt laga,mein,URD
110,mujhe idea samajhne mein waqt laga,waqt,URD
110,mujhe idea samajhne mein waqt laga,laga,URD
111,main internship mein discount sikh raha hoon,main,URD
111,main internship mein discount sikh raha hoon,internship,ENG
111,main internship mein discount sikh raha hoon,mein,URD
111,main internship mein discount sikh raha hoon,discount,ENG
111,main internship mein discount sikh raha hoon,sikh,URD
111,main internship mein discount sikh raha hoon,raha,URD
111,main internship mein discount sikh raha hoon,hoon,URD
112,yeh team bohat accha hai,yeh,URD
112,yeh team bohat accha hai,team,ENG
112,yeh team bohat accha hai,bohat,URD
112,yeh team bohat accha hai,accha,URD
112,yeh team bohat accha hai,hai,URD
113,hum daily life mein bohat version use karte hain,hum,URD
113,hum daily life mein bohat version use karte hain,daily,ENG
113,hum daily life mein bohat version use karte hain,life,ENG
113,hum daily life mein bohat version use karte hain,mein,URD
113,hum daily life mein bohat version use karte hain,bohat,URD
113,hum daily life mein bohat version use karte hain,version,ENG
113,hum daily life mein bohat version use karte hain,use,ENG
113,hum daily life mein bohat version use karte hain,karte,URD
113,hum daily life mein bohat version use karte hain,hain,URD
114,aaj ka assignment cloud pe base hai,aaj,URD
114,aaj ka assignment cloud pe base hai,ka,URD
114,aaj ka assignment cloud pe base hai,assignment,ENG
114,aaj ka assignment cloud pe base hai,cloud,ENG
114,aaj ka assignment cloud pe base hai,pe,URD
114,aaj ka assignment cloud pe base hai,base,ENG
114,aaj ka assignment cloud pe base hai,hai,URD
115,mujhe shopping karte waqt achi meeting mili,mujhe,URD
115,mujhe shopping karte waqt achi meeting mili,shopping,ENG
115,mujhe shopping karte waqt achi meeting mili,karte,URD
115,mujhe shopping karte waqt achi meeting mili,waqt,URD
115,mujhe shopping karte waqt achi meeting mili,achi,URD
115,mujhe shopping karte waqt achi meeting mili,meeting,ENG
115,mujhe shopping karte waqt achi meeting mili,mili,URD
116,main roz settings check karta hoon,main,URD
116,main roz settings check karta hoon,roz,URD
116,main roz settings check karta hoon,settings,ENG
116,main roz settings check karta hoon,check,MIX
116,main roz settings check karta hoon,karta,URD
116,main roz settings check karta hoon,hoon,URD
117,us ne apni developer achi tarah prepare ki,us,URD
117,us ne apni developer achi tarah prepare ki,ne,URD
117,us ne apni developer achi tarah prepare ki,apni,URD
117,us ne apni developer achi tarah prepare ki,developer,ENG
117,us ne apni developer achi tarah prepare ki,achi,URD
117,us ne apni developer achi tarah prepare ki,tarah,URD
117,us ne apni developer achi tarah prepare ki,prepare,ENG
117,us ne apni developer achi tarah prepare ki,ki,URD
118,main folder kar raha hoon,main,URD
118,main folder kar raha hoon,folder,ENG
118,main folder kar raha hoon,kar,URD
118,main folder kar raha hoon,raha,URD
118,main folder kar raha hoon,hoon,URD
119,yeh topic mujhe samajh nahi aa raha,yeh,URD
119,yeh topic mujhe samajh nahi aa raha,topic,MIX
119,yeh topic mujhe samajh nahi aa raha,mujhe,URD
119,yeh topic mujhe samajh nahi aa raha,samajh,URD
119,yeh topic mujhe samajh nahi aa raha,nahi,URD
119,yeh topic mujhe samajh nahi aa raha,aa,URD
119,yeh topic mujhe samajh nahi aa raha,raha,URD
120,yeh network mujhe samajh nahi aa raha,yeh,URD
120,yeh network mujhe samajh nahi aa raha,network,ENG
120,yeh network mujhe samajh nahi aa raha,mujhe,URD
120,yeh network mujhe samajh nahi aa raha,samajh,URD
120,yeh network mujhe samajh nahi aa raha,nahi,URD
120,yeh network mujhe samajh nahi aa raha,aa,URD
120,yeh network mujhe samajh nahi aa raha,raha,URD
121,hamari university mein naya point shuru hua hai,hamari,URD
121,hamari university mein naya point shuru hua hai,university,ENG
121,hamari university mein naya point shuru hua hai,mein,URD
121,hamari university mein naya point shuru hua hai,naya,URD
121,hamari university mein naya point shuru hua hai,point,MIX
121,hamari university mein naya point shuru hua hai,shuru,URD
121,hamari university mein naya point shuru hua hai,hua,URD
121,hamari university mein naya point shuru hua hai,hai,URD
122,hamare professor ne plan explain kiya,hamare,URD
122,hamare professor ne plan explain kiya,professor,ENG
122,hamare professor ne plan explain kiya,ne,URD
122,hamare professor ne plan explain kiya,plan,MIX
122,hamare professor ne plan explain kiya,explain,ENG
122,hamare professor ne plan explain kiya,kiya,URD
123,aap ne yeh code kaise kiya,aap,URD
123,aap ne yeh code kaise kiya,ne,URD
123,aap ne yeh code kaise kiya,yeh,URD
123,aap ne yeh code kaise kiya,code,ENG
123,aap ne yeh code kaise kiya,kaise,URD
123,aap ne yeh code kaise kiya,kiya,URD
124,main roz python check karta hoon,main,URD
124,main roz python check karta hoon,roz,URD
124,main roz python check karta hoon,python,ENG
124,main roz python check karta hoon,check,MIX
124,main roz python check karta hoon,karta,URD
124,main roz python check karta hoon,hoon,URD
125,yeh online bohat accha hai,yeh,URD
125,yeh online bohat accha hai,online,ENG
125,yeh online bohat accha hai,bohat,URD
125,yeh online bohat accha hai,accha,URD
125,yeh online bohat accha hai,hai,URD
126,kal hamari check ki class hai,kal,URD
126,kal hamari check ki class hai,hamari,URD
126,kal hamari check ki class hai,check,MIX
126,kal hamari check ki class hai,ki,URD
126,kal hamari check ki class hai,class,MIX
126,kal hamari check ki class hai,hai,URD
127,us ne apni dataset achi tarah prepare ki,us,URD
127,us ne apni dataset achi tarah prepare ki,ne,URD
127,us ne apni dataset achi tarah prepare ki,apni,URD
127,us ne apni dataset achi tarah prepare ki,dataset,ENG
127,us ne apni dataset achi tarah prepare ki,achi,URD
127,us ne apni dataset achi tarah prepare ki,tarah,URD
127,us ne apni dataset achi tarah prepare ki,prepare,ENG
127,us ne apni dataset achi tarah prepare ki,ki,URD
128,aap ne yeh website kaise kiya,aap,URD
128,aap ne yeh website kaise kiya,ne,URD
128,aap ne yeh website kaise kiya,yeh,URD
128,aap ne yeh website kaise kiya,website,ENG
128,aap ne yeh website kaise kiya,kaise,URD
128,aap ne yeh website kaise kiya,kiya,URD
129,hum aaj product submit karenge,hum,URD
129,hum aaj product submit karenge,aaj,URD
129,hum aaj product submit karenge,product,ENG
129,hum aaj product submit karenge,submit,ENG
129,hum aaj product submit karenge,karenge,URD
130,main internship mein Google sikh raha hoon,main,URD
130,main internship mein Google sikh raha hoon,internship,ENG
130,main internship mein Google sikh raha hoon,mein,URD
130,main internship mein Google sikh raha hoon,Google,ENG
130,main internship mein Google sikh raha hoon,sikh,URD
130,main internship mein Google sikh raha hoon,raha,URD
130,main internship mein Google sikh raha hoon,hoon,URD
131,mujhe YouTube pasand hai,mujhe,URD
131,mujhe YouTube pasand hai,YouTube,ENG
131,mujhe YouTube pasand hai,pasand,URD
131,mujhe YouTube pasand hai,hai,URD
132,is semester mein naya point add hua hai,is,URD
132,is semester mein naya point add hua hai,semester,ENG
132,is semester mein naya point add hua hai,mein,URD
132,is semester mein naya point add hua hai,naya,URD
132,is semester mein naya point add hua hai,point,MIX
132,is semester mein naya point add hua hai,add,ENG
132,is semester mein naya point add hua hai,hua,URD
132,is semester mein naya point add hua hai,hai,URD
133,main ne apna product update kar diya,main,URD
133,main ne apna product update kar diya,ne,URD
133,main ne apna product update kar diya,apna,URD
133,main ne apna product update kar diya,product,ENG
133,main ne apna product update kar diya,update,ENG
133,main ne apna product update kar diya,kar,URD
133,main ne apna product update kar diya,diya,URD
134,is bank ka price bohat zyada hai,is,URD
134,is bank ka price bohat zyada hai,bank,MIX
134,is bank ka price bohat zyada hai,ka,URD
134,is bank ka price bohat zyada hai,price,ENG
134,is bank ka price bohat zyada hai,bohat,URD
134,is bank ka price bohat zyada hai,zyada,URD
134,is bank ka price bohat zyada hai,hai,URD
135,mujhe Instagram pasand hai,mujhe,URD
135,mujhe Instagram pasand hai,Instagram,ENG
135,mujhe Instagram pasand hai,pasand,URD
135,mujhe Instagram pasand hai,hai,URD
136,hum aaj surprise submit karenge,hum,URD
136,hum aaj surprise submit karenge,aaj,URD
136,hum aaj surprise submit karenge,surprise,MIX
136,hum aaj surprise submit karenge,submit,ENG
136,hum aaj surprise submit karenge,karenge,URD
137,mujhe shopping karte waqt achi free mili,mujhe,URD
137,mujhe shopping karte waqt achi free mili,shopping,ENG
137,mujhe shopping karte waqt achi free mili,karte,URD
137,mujhe shopping karte waqt achi free mili,waqt,URD
137,mujhe shopping karte waqt achi free mili,achi,URD
137,mujhe shopping karte waqt achi free mili,free,MIX
137,mujhe shopping karte waqt achi free mili,mili,URD
138,hum aaj machine submit karenge,hum,URD
138,hum aaj machine submit karenge,aaj,URD
138,hum aaj machine submit karenge,machine,ENG
138,hum aaj machine submit karenge,submit,ENG
138,hum aaj machine submit karenge,karenge,URD
139,aaj ka assignment password pe base hai,aaj,URD
139,aaj ka assignment password pe base hai,ka,URD
139,aaj ka assignment password pe base hai,assignment,ENG
139,aaj ka assignment password pe base hai,password,ENG
139,aaj ka assignment password pe base hai,pe,URD
139,aaj ka assignment password pe base hai,base,ENG
139,aaj ka assignment password pe base hai,hai,URD
140,mera data mukammal ho gaya hai,mera,URD
140,mera data mukammal ho gaya hai,data,ENG
140,mera data mukammal ho gaya hai,mukammal,URD
140,mera data mukammal ho gaya hai,ho,URD
140,mera data mukammal ho gaya hai,gaya,URD
140,mera data mukammal ho gaya hai,hai,URD
141,mera database mukammal ho gaya hai,mera,URD
141,mera database mukammal ho gaya hai,database,ENG
141,mera database mukammal ho gaya hai,mukammal,URD
141,mera database mukammal ho gaya hai,ho,URD
141,mera database mukammal ho gaya hai,gaya,URD
141,mera database mukammal ho gaya hai,hai,URD
142,mujhe is security ki zaroorat hai,mujhe,URD
142,mujhe is security ki zaroorat hai,is,URD
142,mujhe is security ki zaroorat hai,security,ENG
142,mujhe is security ki zaroorat hai,ki,URD
142,mujhe is security ki zaroorat hai,zaroorat,URD
142,mujhe is security ki zaroorat hai,hai,URD
143,mera discount mukammal ho gaya hai,mera,URD
143,mera discount mukammal ho gaya hai,discount,ENG
143,mera discount mukammal ho gaya hai,mukammal,URD
143,mera discount mukammal ho gaya hai,ho,URD
143,mera discount mukammal ho gaya hai,gaya,URD
143,mera discount mukammal ho gaya hai,hai,URD
144,mera version mukammal ho gaya hai,mera,URD
144,mera version mukammal ho gaya hai,version,ENG
144,mera version mukammal ho gaya hai,mukammal,URD
144,mera version mukammal ho gaya hai,ho,URD
144,mera version mukammal ho gaya hai,gaya,URD
144,mera version mukammal ho gaya hai,hai,URD
145,yeh career bohat accha hai,yeh,URD
145,yeh career bohat accha hai,career,ENG
145,yeh career bohat accha hai,bohat,URD
145,yeh career bohat accha hai,accha,URD
145,yeh career bohat accha hai,hai,URD
146,aap ne yeh result kaise kiya,aap,URD
146,aap ne yeh result kaise kiya,ne,URD
146,aap ne yeh result kaise kiya,yeh,URD
146,aap ne yeh result kaise kiya,result,ENG
146,aap ne yeh result kaise kiya,kaise,URD
146,aap ne yeh result kaise kiya,kiya,URD
147,main software kar raha hoon,main,URD
147,main software kar raha hoon,software,ENG
147,main software kar raha hoon,kar,URD
147,main software kar raha hoon,raha,URD
147,main software kar raha hoon,hoon,URD
148,is semester mein naya experience add hua hai,is,URD
148,is semester mein naya experience add hua hai,semester,ENG
148,is semester mein naya experience add hua hai,mein,URD
148,is semester mein naya experience add hua hai,naya,URD
148,is semester mein naya experience add hua hai,experience,ENG
148,is semester mein naya experience add hua hai,add,ENG
148,is semester mein naya experience add hua hai,hua,URD
148,is semester mein naya experience add hua hai,hai,URD
149,mera bill mukammal ho gaya hai,mera,URD
149,mera bill mukammal ho gaya hai,bill,MIX
149,mera bill mukammal ho gaya hai,mukammal,URD
149,mera bill mukammal ho gaya hai,ho,URD
149,mera bill mukammal ho gaya hai,gaya,URD
149,mera bill mukammal ho gaya hai,hai,URD
150,is Instagram ka price bohat zyada hai,is,URD
150,is Instagram ka price bohat zyada hai,Instagram,ENG
150,is Instagram ka price bohat zyada hai,ka,URD
150,is Instagram ka price bohat zyada hai,price,ENG
150,is Instagram ka price bohat zyada hai,bohat,URD
150,is Instagram ka price bohat zyada hai,zyada,URD
150,is Instagram ka price bohat zyada hai,hai,URD
151,humein YouTube ke liye zyada waqt chahiye,humein,URD
151,humein YouTube ke liye zyada waqt chahiye,YouTube,ENG
151,humein YouTube ke liye zyada waqt chahiye,ke,URD
151,humein YouTube ke liye zyada waqt chahiye,liye,URD
151,humein YouTube ke liye zyada waqt chahiye,zyada,URD
151,humein YouTube ke liye zyada waqt chahiye,waqt,URD
151,humein YouTube ke liye zyada waqt chahiye,chahiye,URD
152,hamare professor ne algorithm explain kiya,hamare,URD
152,hamare professor ne algorithm explain kiya,professor,ENG
152,hamare professor ne algorithm explain kiya,ne,URD
152,hamare professor ne algorithm explain kiya,algorithm,ENG
152,hamare professor ne algorithm explain kiya,explain,ENG
152,hamare professor ne algorithm explain kiya,kiya,URD
153,kya aap mujhe error ke baare mein bata saktay hain,kya,URD
153,kya aap mujhe error ke baare mein bata saktay hain,aap,URD
153,kya aap mujhe error ke baare mein bata saktay hain,mujhe,URD
153,kya aap mujhe error ke baare mein bata saktay hain,error,ENG
153,kya aap mujhe error ke baare mein bata saktay hain,ke,URD
153,kya aap mujhe error ke baare mein bata saktay hain,baare,URD
153,kya aap mujhe error ke baare mein bata saktay hain,mein,URD
153,kya aap mujhe error ke baare mein bata saktay hain,bata,URD
153,kya aap mujhe error ke baare mein bata saktay hain,saktay,URD
153,kya aap mujhe error ke baare mein bata saktay hain,hain,URD
154,is degree mein bohat masla hai,is,URD
154,is degree mein bohat masla hai,degree,ENG
154,is degree mein bohat masla hai,mein,URD
154,is degree mein bohat masla hai,bohat,URD
154,is degree mein bohat masla hai,masla,URD
154,is degree mein bohat masla hai,hai,URD
155,us ne apni bill achi tarah prepare ki,us,URD
155,us ne apni bill achi tarah prepare ki,ne,URD
155,us ne apni bill achi tarah prepare ki,apni,URD
155,us ne apni bill achi tarah prepare ki,bill,MIX
155,us ne apni bill achi tarah prepare ki,achi,URD
155,us ne apni bill achi tarah prepare ki,tarah,URD
155,us ne apni bill achi tarah prepare ki,prepare,ENG
155,us ne apni bill achi tarah prepare ki,ki,URD
156,main professor kar raha hoon,main,URD
156,main professor kar raha hoon,professor,ENG
156,main professor kar raha hoon,kar,URD
156,main professor kar raha hoon,raha,URD
156,main professor kar raha hoon,hoon,URD
157,humein debugging ke liye zyada waqt chahiye,humein,URD
157,humein debugging ke liye zyada waqt chahiye,debugging,ENG
157,humein debugging ke liye zyada waqt chahiye,ke,URD
157,humein debugging ke liye zyada waqt chahiye,liye,URD
157,humein debugging ke liye zyada waqt chahiye,zyada,URD
157,humein debugging ke liye zyada waqt chahiye,waqt,URD
157,humein debugging ke liye zyada waqt chahiye,chahiye,URD
158,hamari team ne admission successfully complete kar liya,hamari,URD
158,hamari team ne admission successfully complete kar liya,team,ENG
158,hamari team ne admission successfully complete kar liya,ne,URD
158,hamari team ne admission successfully complete kar liya,admission,ENG
158,hamari team ne admission successfully complete kar liya,successfully,ENG
158,hamari team ne admission successfully complete kar liya,complete,ENG
158,hamari team ne admission successfully complete kar liya,kar,URD
158,hamari team ne admission successfully complete kar liya,liya,URD
159,mujhe shopping karte waqt achi update mili,mujhe,URD
159,mujhe shopping karte waqt achi update mili,shopping,ENG
159,mujhe shopping karte waqt achi update mili,karte,URD
159,mujhe shopping karte waqt achi update mili,waqt,URD
159,mujhe shopping karte waqt achi update mili,achi,URD
159,mujhe shopping karte waqt achi update mili,update,ENG
159,mujhe shopping karte waqt achi update mili,mili,URD
160,humein Google ke liye zyada waqt chahiye,humein,URD
160,humein Google ke liye zyada waqt chahiye,Google,ENG
160,humein Google ke liye zyada waqt chahiye,ke,URD
160,humein Google ke liye zyada waqt chahiye,liye,URD
160,humein Google ke liye zyada waqt chahiye,zyada,URD
160,humein Google ke liye zyada waqt chahiye,waqt,URD
160,humein Google ke liye zyada waqt chahiye,chahiye,URD
161,main ne apna shopping update kar diya,main,URD
161,main ne apna shopping update kar diya,ne,URD
161,main ne apna shopping update kar diya,apna,URD
161,main ne apna shopping update kar diya,shopping,ENG
161,main ne apna shopping update kar diya,update,ENG
161,main ne apna shopping update kar diya,kar,URD
161,main ne apna shopping update kar diya,diya,URD
162,main call kar raha hoon,main,URD
162,main call kar raha hoon,call,MIX
162,main call kar raha hoon,kar,URD
162,main call kar raha hoon,raha,URD
162,main call kar raha hoon,hoon,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,kya,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,aap,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,mujhe,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,salary,ENG
163,kya aap mujhe salary ke baare mein bata saktay hain,ke,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,baare,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,mein,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,bata,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,saktay,URD
163,kya aap mujhe salary ke baare mein bata saktay hain,hain,URD
164,main roz full check karta hoon,main,URD
164,main roz full check karta hoon,roz,URD
164,main roz full check karta hoon,full,MIX
164,main roz full check karta hoon,check,MIX
164,main roz full check karta hoon,karta,URD
164,main roz full check karta hoon,hoon,URD
165,mujhe account pasand hai,mujhe,URD
165,mujhe account pasand hai,account,ENG
165,mujhe account pasand hai,pasand,URD
165,mujhe account pasand hai,hai,URD
166,hum daily life mein bohat number use karte hain,hum,URD
166,hum daily life mein bohat number use karte hain,daily,ENG
166,hum daily life mein bohat number use karte hain,life,ENG
166,hum daily life mein bohat number use karte hain,mein,URD
166,hum daily life mein bohat number use karte hain,bohat,URD
166,hum daily life mein bohat number use karte hain,number,MIX
